DESCRICAO DA CLASSE,SIGLA DA CLASSE,DESCRICAO DO TIPO 1,SIGLA DO TIPO 1,CODIGO DO AGRUPADOR,DESCRICAO DO AGRUPADOR,CODIGO  DA COMPOSICAO,DESCRICAO DA COMPOSICAO,UNIDADE,ORIGEM DE PREÇO,CUSTO TOTAL,VINCULO
COBERTURA,COBE,TELHAMENTO COM TELHA METALICA,0076,73866,ESTRUTURA DE ACO,73866/5,"ESTRUTURA PARA COBERTURA EM ARCO, EM ALUMINIO ANODIZADO, VAO DE 30M, ESPACAMENTO DE 5M ATE 6,5M",M2,COEFICIENTE DE REPRESENTATIVIDADE,"471,63",CAIXA REFERENCIAL
COBERTURA,COBE,TELHAMENTO COM TELHA METALICA,0076,73866,ESTRUTURA DE ACO,73866/6,"ESTRUTURA PARA COBERTURA EM ARCO, EM ALUMINIO ANODIZADO, VAO DE 40M, ESPACAMENTO DE 5M ATE 6,5M",M2,COEFICIENTE DE REPRESENTATIVIDADE,"494,18",CAIXA REFERENCIAL
COBERTURA,COBE,TELHAMENTO COM TELHA METALICA,0076,73866,ESTRUTURA DE ACO,73866/7,"ESTRUTURA PARA COBERTURA TIPO SHED, EM ALUMINIO ANODIZADO, VAO DE 20M, ESPACAMENTO DAS TESOURAS DE 5M ATE 6,5M",M2,COEFICIENTE DE REPRESENTATIVIDADE,"534,23",CAIXA REFERENCIAL
COBERTURA,COBE,TELHAMENTO COM TELHA METALICA,0076,73866,ESTRUTURA DE ACO,73866/8,"ESTRUTURA PARA COBERTURA TIPO SHED, EM ALUMINIO ANODIZADO, VAO DE 30M, ESPACAMENTO DAS TESOURAS DE 5M ATE 6,5M",M2,COEFICIENTE DE REPRESENTATIVIDADE,"640,05",CAIXA REFERENCIAL
COBERTURA,COBE,TELHAMENTO COM TELHA METALICA,0076,73866,ESTRUTURA DE ACO,73866/9,"ESTRUTURA PARA COBERTURA TIPO SHED, EM ALUMINIO ANODIZADO, VAO DE 40M, ESPACAMENTO DAS TESOURAS DE 5M ATE 6,5M",M2,COEFICIENTE DE REPRESENTATIVIDADE,"663,80",CAIXA REFERENCIAL
COBERTURA,COBE,TELHAMENTO COM TELHA METALICA,0076,73867,ESTRUTURA ESPACIAL,73867/1,"ESTRUTURA TIPO ESPACIAL EM ALUMINIO ANODIZADO, VAO DE 20M",M2,COEFICIENTE DE REPRESENTATIVIDADE,"218,01",CAIXA REFERENCIAL
COBERTURA,COBE,TELHAMENTO COM TELHA METALICA,0076,73867,ESTRUTURA ESPACIAL,73867/2,"ESTRUTURA TIPO ESPACIAL EM ALUMINIO ANODIZADO, VAO DE 30M",M2,COEFICIENTE DE REPRESENTATIVIDADE,"242,56",CAIXA REFERENCIAL
COBERTURA,COBE,TELHAMENTO COM TELHA METALICA,0076,73867,ESTRUTURA ESPACIAL,73867/3,"ESTRUTURA TIPO ESPACIAL EM ALUMINIO ANODIZADO, VAO DE 40M",M2,COEFICIENTE DE REPRESENTATIVIDADE,"297,12",CAIXA REFERENCIAL
COBERTURA,COBE,TELHAMENTO COM TELHA METALICA,0076,73867,ESTRUTURA ESPACIAL,73867/4,"ESTRUTURA TIPO ESPACIAL EM ALUMINIO ANODIZADO, VAO DE 50M",M2,COEFICIENTE DE REPRESENTATIVIDADE,"308,04",CAIXA REFERENCIAL
COBERTURA,COBE,TELHAMENTO COM TELHA METALICA,0076,,,94213,"TELHAMENTO COM TELHA DE AÇO/ALUMÍNIO E = 0,5 MM, COM ATÉ 2 ÁGUAS, INCLUSO IÇAMENTO. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"40,12",CAIXA REFERENCIAL
COBERTURA,COBE,TELHAMENTO COM TELHA METALICA,0076,,,94216,"TELHAMENTO COM TELHA METÁLICA TERMOACÚSTICA E = 30 MM, COM ATÉ 2 ÁGUAS, INCLUSO IÇAMENTO. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"164,56",CAIXA REFERENCIAL
COBERTURA,COBE,CUMEEIRA CERAMICA,0079,,,94219,"CUMEEIRA E ESPIGÃO PARA TELHA CERÂMICA EMBOÇADA COM ARGAMASSA TRAÇO 1:2:9 (CIMENTO, CAL E AREIA), PARA TELHADOS COM MAIS DE 2 ÁGUAS, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"28,35",CAIXA REFERENCIAL
COBERTURA,COBE,CUMEEIRA CERAMICA,0079,,,94220,"CUMEEIRA E ESPIGÃO PARA TELHA DE CONCRETO EMBOÇADA COM ARGAMASSA TRAÇO 1:2:9 (CIMENTO, CAL E AREIA), PARA TELHADOS COM MAIS DE 2 ÁGUAS, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"35,67",CAIXA REFERENCIAL
COBERTURA,COBE,CUMEEIRA CERAMICA,0079,,,94221,"CUMEEIRA PARA TELHA CERÂMICA EMBOÇADA COM ARGAMASSA TRAÇO 1:2:9 (CIMENTO, CAL E AREIA) PARA TELHADOS COM ATÉ 2 ÁGUAS, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"22,89",CAIXA REFERENCIAL
COBERTURA,COBE,CUMEEIRA CERAMICA,0079,,,94222,"CUMEEIRA PARA TELHA DE CONCRETO EMBOÇADA COM ARGAMASSA TRAÇO 1:2:9 (CIMENTO, CAL E AREIA) PARA TELHADOS COM ATÉ 2 ÁGUAS, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"30,21",CAIXA REFERENCIAL
COBERTURA,COBE,CUMEEIRA DE FIBROCIMENTO,0080,,,94223,"CUMEEIRA PARA TELHA DE FIBROCIMENTO ONDULADA E = 6 MM, INCLUSO ACESSÓRIOS DE FIXAÇÃO E IÇAMENTO. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"39,44",CAIXA REFERENCIAL
COBERTURA,COBE,CUMEEIRA DE FIBROCIMENTO,0080,,,94451,"CUMEEIRA PARA TELHA DE FIBROCIMENTO ESTRUTURAL E = 6 MM, INCLUSO ACESSÓRIOS DE FIXAÇÃO E IÇAMENTO. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"92,12",CAIXA REFERENCIAL
COBERTURA,COBE,CUMEEIRA DE FIBROCIMENTO,0080,,,100325,"CUMEEIRA SHED PARA TELHA ONDULADA DE FIBROCIMENTO, E = 6 MM, INCLUSO ACESSÓRIOS DE FIXAÇÃO E IÇAMENTO. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"37,73",CAIXA REFERENCIAL
COBERTURA,COBE,CUMEEIRA DE FIBROCIMENTO,0080,,,100327,"RUFO EXTERNO/INTERNO EM CHAPA DE AÇO GALVANIZADO NÚMERO 26, CORTE DE 33 CM, INCLUSO IÇAMENTO. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"45,29",CAIXA REFERENCIAL
COBERTURA,COBE,CUMEEIRA DE FIBROCIMENTO,0080,,,100328,"RETIRADA E RECOLOCAÇÃO DE  TELHA CERÂMICA DE ENCAIXE, COM ATÉ DUAS ÁGUAS, INCLUSO IÇAMENTO. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"12,89",CAIXA REFERENCIAL
COBERTURA,COBE,CUMEEIRA DE FIBROCIMENTO,0080,,,100329,"RETIRADA E RECOLOCAÇÃO DE  TELHA CERÂMICA DE ENCAIXE, COM MAIS DE DUAS ÁGUAS, INCLUSO IÇAMENTO. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"15,67",CAIXA REFERENCIAL
COBERTURA,COBE,CUMEEIRA DE FIBROCIMENTO,0080,,,100330,"RETIRADA E RECOLOCAÇÃO DE  TELHA CERÂMICA CAPA-CANAL, COM ATÉ DUAS ÁGUAS, INCLUSO IÇAMENTO. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"17,53",CAIXA REFERENCIAL
COBERTURA,COBE,CUMEEIRA DE FIBROCIMENTO,0080,,,100331,"RETIRADA E RECOLOCAÇÃO DE  TELHA CERÂMICA CAPA-CANAL, COM MAIS DE DUAS ÁGUAS, INCLUSO IÇAMENTO. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"22,25",CAIXA REFERENCIAL
COBERTURA,COBE,"CALHA DE PVC, PECAS E ACESSORIOS",0083,,,100434,"CALHA DE BEIRAL, SEMICIRCULAR DE PVC, DIAMETRO 125 MM, INCLUINDO CABECEIRAS, EMENDAS, BOCAIS, SUPORTES E VEDAÇÕES, EXCLUINDO CONDUTORES, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"53,86",CAIXA REFERENCIAL
COBERTURA,COBE,"CALHA DE PVC, PECAS E ACESSORIOS",0083,,,100435,"RUFO EM FIBROCIMENTO PARA TELHA ONDULADA E = 6 MM, ABA DE 26 CM, INCLUSO TRANSPORTE VERTICAL, EXCETO CONTRARRUFO. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"23,05",CAIXA REFERENCIAL
COBERTURA,COBE,CALHA METALICA,0084,,,94227,"CALHA EM CHAPA DE AÇO GALVANIZADO NÚMERO 24, DESENVOLVIMENTO DE 33 CM, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"44,36",CAIXA REFERENCIAL
COBERTURA,COBE,CALHA METALICA,0084,,,94228,"CALHA EM CHAPA DE AÇO GALVANIZADO NÚMERO 24, DESENVOLVIMENTO DE 50 CM, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"66,13",CAIXA REFERENCIAL
COBERTURA,COBE,CALHA METALICA,0084,,,94229,"CALHA EM CHAPA DE AÇO GALVANIZADO NÚMERO 24, DESENVOLVIMENTO DE 100 CM, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"129,06",CAIXA REFERENCIAL
COBERTURA,COBE,RUFO METALICO,0086,,,94231,"RUFO EM CHAPA DE AÇO GALVANIZADO NÚMERO 24, CORTE DE 25 CM, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M,COEFICIENTE DE REPRESENTATIVIDADE,"38,49",CAIXA REFERENCIAL
COBERTURA,COBE,TELHAMENTO COM TELHA DE FIBRA DE VIDRO,0252,,,94449,"TELHAMENTO COM TELHA ONDULADA DE FIBRA DE VIDRO E = 0,6 MM, PARA TELHADO COM INCLINAÇÃO MAIOR QUE 10°, COM ATÉ 2 ÁGUAS, INCLUSO IÇAMENTO. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"43,21",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,73970,ESTRUTURAS METALICAS DIVERSAS,73970/1,ESTRUTURA METALICA EM ACO ESTRUTURAL PERFIL ”I” 12’’ X 5 1/4’’,KG,COEFICIENTE DE REPRESENTATIVIDADE,"11,04",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,73970,ESTRUTURAS METALICAS DIVERSAS,73970/2,ESTRUTURA METALICA EM ACO ESTRUTURAL PERFIL ”I” 6’’ X 3 3/8’’,KG,COEFICIENTE DE REPRESENTATIVIDADE,"7,91",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92255,"INSTALAÇÃO DE TESOURA (INTEIRA OU MEIA), EM AÇO, PARA VÃOS MAIORES OU IGUAIS A 3,0 M E MENORES QUE 6,0 M, INCLUSO IÇAMENTO. AF_07/2019",UN,COEFICIENTE DE REPRESENTATIVIDADE,"149,35",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92256,"INSTALAÇÃO DE TESOURA (INTEIRA OU MEIA), EM AÇO, PARA VÃOS MAIORES OU IGUAIS A 6,0 M E MENORES QUE 8,0 M, INCLUSO IÇAMENTO. AF_07/2019",UN,COEFICIENTE DE REPRESENTATIVIDADE,"186,76",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92257,"INSTALAÇÃO DE TESOURA (INTEIRA OU MEIA), EM AÇO, PARA VÃOS MAIORES OU IGUAIS A 8,0 M E MENORES QUE 10,0 M, INCLUSO IÇAMENTO. AF_07/2019",UN,COEFICIENTE DE REPRESENTATIVIDADE,"223,75",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92258,"INSTALAÇÃO DE TESOURA (INTEIRA OU MEIA), EM AÇO, PARA VÃOS MAIORES OU IGUAIS A 10,0 M E MENORES QUE 12,0 M, INCLUSO IÇAMENTO. AF_07/2019",UN,COEFICIENTE DE REPRESENTATIVIDADE,"283,24",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92568,"TRAMA DE AÇO COMPOSTA POR RIPAS, CAIBROS E TERÇAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA DE ENCAIXE DE CERÂMICA OU DE CONCRETO, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"74,29",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92569,"TRAMA DE AÇO COMPOSTA POR RIPAS E CAIBROS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA DE ENCAIXE DE CERÂMICA OU DE CONCRETO, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"33,82",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92570,"TRAMA DE AÇO COMPOSTA POR RIPAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA DE ENCAIXE DE CERÂMICA OU DE CONCRETO, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"15,43",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92571,"TRAMA DE AÇO COMPOSTA POR RIPAS, CAIBROS E TERÇAS PARA TELHADOS DE MAIS DE 2 ÁGUAS PARA TELHA DE ENCAIXE DE CERÂMICA OU DE CONCRETO, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"81,29",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92572,"TRAMA DE AÇO COMPOSTA POR RIPAS E CAIBROS PARA TELHADOS DE MAIS DE 2 ÁGUAS PARA TELHA DE ENCAIXE DE CERÂMICA OU DE CONCRETO, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"41,82",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92573,"TRAMA DE AÇO COMPOSTA POR RIPAS PARA TELHADOS DE MAIS DE 2 ÁGUAS PARA TELHA DE ENCAIXE DE CERÂMICA OU DE CONCRETO, INCLUSO TRANSPORTE VERTICAL, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"18,38",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92574,"TRAMA DE AÇO COMPOSTA POR RIPAS, CAIBROS E TERÇAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA CERÂMICA CAPA-CANAL, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"79,59",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92575,"TRAMA DE AÇO COMPOSTA POR RIPAS E CAIBROS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA CERÂMICA CAPA-CANAL, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"33,19",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92576,"TRAMA DE AÇO COMPOSTA POR RIPAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA CERÂMICA CAPA-CANAL, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"12,33",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92577,"TRAMA DE AÇO COMPOSTA POR RIPAS, CAIBROS E TERÇAS PARA TELHADOS DE MAIS DE 2 ÁGUAS PARA TELHA CERÂMICA CAPA-CANAL, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"86,88",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92578,"TRAMA DE AÇO COMPOSTA POR RIPAS E CAIBROS PARA TELHADOS DE MAIS DE 2 ÁGUAS PARA TELHA CERÂMICA CAPA-CANAL, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"37,26",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92579,"TRAMA DE AÇO COMPOSTA POR RIPAS PARA TELHADOS DE MAIS DE 2 ÁGUAS PARA TELHA CERÂMICA CAPA-CANAL, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"14,69",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92580,"TRAMA DE AÇO COMPOSTA POR TERÇAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"34,90",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92581,"TRAMA DE AÇO COMPOSTA POR TERÇAS PARA TELHADOS DE ATÉ 2 ÁGUAS PARA TELHA ESTRUTURAL DE FIBROCIMENTO, INCLUSO TRANSPORTE VERTICAL. AF_07/2019",M2,COEFICIENTE DE REPRESENTATIVIDADE,"36,23",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92582,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 3 M, PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"505,01",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92584,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 4 M, PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"585,28",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92586,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 5 M, PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"665,54",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92588,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 6 M, PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"836,04",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92590,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 7 M, PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"916,31",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92592,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 8 M, PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1.033,57",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92593,"(COMPOSIÇÃO REPRESENTATIVA) FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, PARA VÃOS DE 3 A 12 M E PARA QUALQUER TIPO DE TELHA, INCLUSO IÇAMENTO. AF_12/2015",KG,COEFICIENTE DE REPRESENTATIVIDADE,"7,82",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92594,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 9 M, PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1.182,28",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92596,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 10 M, PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1.324,68",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92598,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 11 M, PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1.404,94",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92600,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 12 M, PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1.500,84",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92602,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 3 M, PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO IÇAMENTO.. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"505,01",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92604,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 4 M, PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"569,65",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92606,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 5 M, PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"649,91",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92608,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 6 M, PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"804,78",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92610,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 7 M, PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"885,05",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92612,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 8 M, PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO IÇAMENTO, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1.002,31",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92614,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 9 M, PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1.119,77",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92616,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 10 M, PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1.277,79",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92618,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 11 M, PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1.358,06",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,92620,"FABRICAÇÃO E INSTALAÇÃO DE TESOURA INTEIRA EM AÇO, VÃO DE 12 M, PARA TELHA ONDULADA DE FIBROCIMENTO, METÁLICA, PLÁSTICA OU TERMOACÚSTICA, INCLUSO IÇAMENTO. AF_12/2015",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1.438,33",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,100357,"FABRICAÇÃO E INSTALAÇÃO DE MEIA TESOURA DE MADEIRA NÃO APARELHADA, COM VÃO DE 3 M, PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO IÇAMENTO. AF_07/2019",UN,COEFICIENTE DE REPRESENTATIVIDADE,"703,63",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,100358,"FABRICAÇÃO E INSTALAÇÃO DE MEIA TESOURA DE MADEIRA NÃO APARELHADA, COM VÃO DE 4 M, PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO IÇAMENTO. AF_07/2019",UN,COEFICIENTE DE REPRESENTATIVIDADE,"973,37",CAIXA REFERENCIAL
COBERTURA,COBE,ESTRUTURA METALICA,0291,,,100359,"FABRICAÇÃO E INSTALAÇÃO DE MEIA TESOURA DE MADEIRA NÃO APARELHADA, COM VÃO DE 5 M, PARA TELHA CERÂMICA OU DE CONCRETO, INCLUSO IÇAMENTO. AF_07/2019",UN,COEFICIENTE DE REPRESENTATIVIDADE,"1.018,09",CAIXA REFERENCIAL
